step,time_s,veh,lane_pos_m,speed_mps,lead_of_this,gap_m,safe_m,action
32,33.000,main_flow_e_w.6,113.343,1.438,leader,242.928,5.667,follow_free
32,33.000,main_flow_e_w.8,98.787,6.009,main_flow_e_w.6,14.903,14.022,brake_to_lead:main_flow_e_w.6
32,33.000,turn01,40.337,2.207,main_flow_e_w.8,58.537,6.748,follow_free
32,33.000,side_flow_n_s.1,38.599,0.000,turn01,211.366,4.000,follow_free
32,33.000,side_flow_s_n.0,38.599,0.000,side_flow_n_s.1,23.025,4.000,follow_free
32,33.000,side_flow_n_s.2,31.598,0.000,side_flow_s_n.0,29.974,4.000,follow_free
32,33.000,side_flow_s_n.1,31.598,0.000,side_flow_n_s.2,36.943,4.000,follow_free
32,33.000,side_flow_s_n.2,24.597,0.000,side_flow_s_n.1,7.001,4.000,follow_free
32,33.000,side_flow_n_s.0,20.386,1.537,side_flow_s_n.2,6.262,5.800,follow_free
32,33.000,side_flow_s_n.3,17.596,0.000,side_flow_n_s.0,3.586,4.000,brake_close_to:side_flow_n_s.0
32,33.000,side_flow_s_n.4,10.595,0.000,side_flow_s_n.3,7.001,4.000,follow_free
33,34.000,main_flow_e_w.3,241.799,0.000,,,4.000,free
33,34.000,main_flow_e_w.0,241.799,0.000,main_flow_e_w.3,3.200,4.000,brake_close_to:main_flow_e_w.3
33,34.000,main_flow_e_w.4,234.798,1.014,main_flow_e_w.0,7.698,5.129,follow_free
33,34.000,main_flow_e_w.1,234.798,0.000,main_flow_e_w.4,3.200,4.000,brake_close_to:main_flow_e_w.4
33,34.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.1,7.001,4.000,follow_free
33,34.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.2,7.001,4.000,follow_free
33,34.000,main_flow_e_w.7,217.649,4.124,main_flow_e_w.5,4.488,10.014,brake_to_lead:main_flow_e_w.5
33,34.000,leader,143.919,0.000,,,4.000,leader_state:stopped
33,34.000,main_flow_e_w.9,132.159,13.890,leader,224.128,39.327,brake_to_lead:leader
33,34.000,main_flow_e_w.6,117.283,3.940,main_flow_e_w.9,14.877,9.665,follow_free
33,34.000,main_flow_e_w.8,103.272,4.485,main_flow_e_w.6,14.371,10.721,follow_free
33,34.000,turn01,44.148,3.811,main_flow_e_w.8,59.211,9.424,follow_free
33,34.000,side_flow_n_s.1,38.599,0.000,turn01,207.557,4.000,follow_free
33,34.000,side_flow_s_n.0,38.599,0.000,side_flow_n_s.1,23.025,4.000,follow_free
33,34.000,side_flow_n_s.2,31.598,0.000,side_flow_s_n.0,29.974,4.000,follow_free
33,34.000,side_flow_s_n.1,31.598,0.000,side_flow_n_s.2,36.943,4.000,follow_free
33,34.000,side_flow_s_n.2,24.597,0.000,side_flow_s_n.1,7.001,4.000,follow_free
33,34.000,side_flow_n_s.0,24.455,4.070,side_flow_s_n.2,9.979,9.910,brake_to_lead:side_flow_s_n.2
33,34.000,side_flow_s_n.3,17.596,0.000,side_flow_n_s.0,4.031,4.000,follow_free
33,34.000,side_flow_s_n.4,10.595,0.000,side_flow_s_n.3,7.001,4.000,follow_free
33,34.000,side_flow_n_s.3,9.374,9.092,side_flow_s_n.4,80.095,22.276,brake_to_lead:side_flow_s_n.4
34,35.000,main_flow_e_w.3,241.799,0.000,,,4.000,free
34,35.000,main_flow_e_w.0,241.799,0.000,main_flow_e_w.3,3.200,4.000,brake_close_to:main_flow_e_w.3
34,35.000,main_flow_e_w.4,234.798,0.000,main_flow_e_w.0,7.698,4.000,follow_free
34,35.000,main_flow_e_w.1,234.798,0.000,main_flow_e_w.4,3.200,4.000,brake_close_to:main_flow_e_w.4
34,35.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.1,7.001,4.000,follow_free
34,35.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.2,7.001,4.000,follow_free
34,35.000,main_flow_e_w.7,220.399,2.750,main_flow_e_w.5,3.225,7.590,brake_to_lead:main_flow_e_w.5
34,35.000,leader,143.919,0.000,,,4.000,leader_state:stopped
34,35.000,main_flow_e_w.9,141.419,9.260,leader,214.877,22.788,brake_to_lead:leader
34,35.000,main_flow_e_w.6,123.155,5.873,main_flow_e_w.9,18.264,13.704,follow_free
34,35.000,main_flow_e_w.8,109.747,6.474,main_flow_e_w.6,13.785,15.132,brake_close_to:main_flow_e_w.6
34,35.000,turn01,50.227,6.079,main_flow_e_w.8,59.605,14.186,follow_free
34,35.000,side_flow_n_s.1,38.599,0.000,turn01,201.481,4.000,follow_free
34,35.000,side_flow_s_n.0,38.599,0.000,side_flow_n_s.1,23.025,4.000,follow_free
34,35.000,side_flow_n_s.2,31.598,0.000,side_flow_s_n.0,29.974,4.000,follow_free
34,35.000,side_flow_s_n.1,31.598,0.000,side_flow_n_s.2,36.943,4.000,follow_free
34,35.000,side_flow_n_s.0,27.168,2.713,side_flow_s_n.1,19.431,7.531,brake_to_lead:side_flow_s_n.1
34,35.000,side_flow_s_n.2,24.597,0.000,side_flow_n_s.0,12.579,4.000,follow_free
34,35.000,side_flow_s_n.3,17.596,0.000,side_flow_s_n.2,7.001,4.000,follow_free
34,35.000,side_flow_n_s.3,15.435,6.061,side_flow_s_n.3,67.045,14.143,brake_to_lead:side_flow_s_n.3
34,35.000,side_flow_s_n.4,10.595,0.000,side_flow_n_s.3,74.039,4.000,follow_free
34,35.000,side_flow_s_n.5,1.284,2.310,side_flow_s_n.4,9.311,6.903,brake_to_lead:side_flow_s_n.4
35,36.000,main_flow_e_w.3,241.799,0.000,,,4.000,free
35,36.000,main_flow_e_w.0,241.799,0.000,main_flow_e_w.3,3.200,4.000,brake_close_to:main_flow_e_w.3
35,36.000,main_flow_e_w.4,234.798,0.000,main_flow_e_w.0,7.698,4.000,follow_free
35,36.000,main_flow_e_w.1,234.798,0.000,main_flow_e_w.4,3.200,4.000,brake_close_to:main_flow_e_w.4
35,36.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.1,7.001,4.000,follow_free
35,36.000,main_flow_e_w.7,222.232,1.833,main_flow_e_w.2,6.419,6.206,follow_free
35,36.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.7,3.508,4.000,brake_close_to:main_flow_e_w.7
35,36.000,main_flow_e_w.9,147.593,6.173,main_flow_e_w.5,73.203,14.408,brake_to_lead:main_flow_e_w.5
35,36.000,leader,143.919,0.000,,,4.000,leader_state:stopped
35,36.000,main_flow_e_w.6,131.928,8.773,leader,224.244,21.325,brake_to_lead:leader
35,36.000,main_flow_e_w.8,114.926,5.179,main_flow_e_w.6,17.002,12.160,follow_free
35,36.000,turn01,57.862,7.634,main_flow_e_w.8,57.154,18.110,brake_to_lead:main_flow_e_w.8
35,36.000,main_flow_e_w.10,38.631,9.932,turn01,19.231,24.893,brake_close_to:turn01
35,36.000,side_flow_n_s.1,38.599,0.000,main_flow_e_w.10,213.071,4.000,follow_free
35,36.000,side_flow_s_n.0,38.599,0.000,side_flow_n_s.1,23.025,4.000,follow_free
35,36.000,side_flow_n_s.2,31.598,0.000,side_flow_s_n.0,29.974,4.000,follow_free
35,36.000,side_flow_s_n.1,31.598,0.000,side_flow_n_s.2,36.943,4.000,follow_free
35,36.000,side_flow_n_s.0,28.977,1.809,side_flow_s_n.1,21.218,6.172,follow_free
35,36.000,side_flow_s_n.2,24.597,0.000,side_flow_n_s.0,14.336,4.000,follow_free
35,36.000,side_flow_n_s.3,19.476,4.041,side_flow_s_n.2,56.018,9.855,brake_to_lead:side_flow_s_n.2
35,36.000,side_flow_s_n.3,17.596,0.000,side_flow_n_s.3,63.009,4.000,follow_free
35,36.000,side_flow_s_n.4,10.595,0.000,side_flow_s_n.3,7.001,4.000,follow_free
35,36.000,side_flow_s_n.5,2.824,1.540,side_flow_s_n.4,7.771,5.804,follow_free
36,37.000,main_flow_e_w.3,241.799,0.000,,,4.000,free
36,37.000,main_flow_e_w.0,241.799,0.000,main_flow_e_w.3,3.200,4.000,brake_close_to:main_flow_e_w.3
36,37.000,main_flow_e_w.4,234.798,0.000,main_flow_e_w.0,7.698,4.000,follow_free
36,37.000,main_flow_e_w.1,234.798,0.000,main_flow_e_w.4,3.200,4.000,brake_close_to:main_flow_e_w.4
36,37.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.1,7.001,4.000,follow_free
36,37.000,main_flow_e_w.7,226.494,4.261,main_flow_e_w.2,3.455,10.279,brake_to_lead:main_flow_e_w.2
36,37.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.7,6.535,4.000,follow_free
36,37.000,main_flow_e_w.9,151.708,4.116,main_flow_e_w.5,69.088,9.998,brake_to_lead:main_flow_e_w.5
36,37.000,leader,143.919,0.000,,,4.000,leader_state:stopped
36,37.000,main_flow_e_w.6,137.777,5.849,leader,218.398,13.649,brake_to_lead:leader
36,37.000,main_flow_e_w.8,122.864,7.938,main_flow_e_w.6,14.913,18.938,brake_to_lead:main_flow_e_w.6
36,37.000,turn01,64.678,6.816,main_flow_e_w.8,58.274,15.978,follow_free
36,37.000,main_flow_e_w.10,46.577,7.946,turn01,18.101,18.960,brake_close_to:turn01
36,37.000,side_flow_n_s.1,38.599,0.000,main_flow_e_w.10,205.130,4.000,follow_free
36,37.000,side_flow_s_n.0,38.599,0.000,side_flow_n_s.1,23.025,4.000,follow_free
36,37.000,side_flow_n_s.0,32.612,3.635,side_flow_s_n.0,31.772,9.103,brake_to_lead:side_flow_s_n.0
36,37.000,side_flow_n_s.2,31.598,0.000,side_flow_n_s.0,61.414,4.000,follow_free
36,37.000,side_flow_s_n.1,31.598,0.000,side_flow_n_s.2,36.943,4.000,follow_free
36,37.000,side_flow_s_n.2,24.597,0.000,side_flow_s_n.1,7.001,4.000,follow_free
36,37.000,side_flow_n_s.3,22.170,2.694,side_flow_s_n.2,53.329,7.500,brake_to_lead:side_flow_s_n.2
36,37.000,side_flow_s_n.3,17.596,0.000,side_flow_n_s.3,60.319,4.000,follow_free
36,37.000,side_flow_s_n.4,10.595,0.000,side_flow_s_n.3,7.001,4.000,follow_free
36,37.000,side_flow_s_n.5,3.357,0.533,side_flow_s_n.4,7.238,4.565,follow_free
37,38.000,main_flow_e_w.3,241.799,0.000,,,4.000,free
37,38.000,main_flow_e_w.0,241.799,0.000,main_flow_e_w.3,3.200,4.000,brake_close_to:main_flow_e_w.3
37,38.000,main_flow_e_w.4,234.798,0.000,main_flow_e_w.0,7.698,4.000,follow_free
37,38.000,main_flow_e_w.1,234.798,0.000,main_flow_e_w.4,3.200,4.000,brake_close_to:main_flow_e_w.4
37,38.000,main_flow_e_w.7,227.797,1.303,main_flow_e_w.1,7.698,5.492,follow_free
37,38.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.7,3.200,4.000,brake_close_to:main_flow_e_w.7
37,38.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.2,7.001,4.000,follow_free
37,38.000,main_flow_e_w.9,154.452,2.744,main_flow_e_w.5,66.344,7.580,brake_to_lead:main_flow_e_w.5
37,38.000,leader,143.919,0.000,,,4.000,leader_state:stopped
37,38.000,main_flow_e_w.6,141.676,3.899,leader,214.501,9.588,brake_to_lead:leader
37,38.000,main_flow_e_w.8,129.820,6.956,main_flow_e_w.6,11.856,16.333,brake_to_lead:main_flow_e_w.6
37,38.000,turn01,74.435,9.758,main_flow_e_w.8,55.477,24.337,follow_free
37,38.000,main_flow_e_w.10,52.933,6.356,turn01,21.502,14.846,follow_free
37,38.000,side_flow_n_s.1,38.599,0.000,main_flow_e_w.10,198.776,4.000,follow_free
37,38.000,side_flow_s_n.0,38.599,0.000,side_flow_n_s.1,23.025,4.000,follow_free
37,38.000,side_flow_n_s.0,35.035,2.423,side_flow_s_n.0,34.184,7.076,brake_to_lead:side_flow_s_n.0
37,38.000,side_flow_n_s.2,31.598,0.000,side_flow_n_s.0,63.837,4.000,follow_free
37,38.000,side_flow_s_n.1,31.598,0.000,side_flow_n_s.2,36.943,4.000,follow_free
37,38.000,side_flow_s_n.2,24.597,0.000,side_flow_s_n.1,7.001,4.000,follow_free
37,38.000,side_flow_n_s.3,23.966,1.796,side_flow_s_n.2,51.537,6.154,follow_free
37,38.000,side_flow_s_n.3,17.596,0.000,side_flow_n_s.3,58.526,4.000,follow_free
37,38.000,side_flow_s_n.4,10.595,0.000,side_flow_s_n.3,7.001,4.000,follow_free
37,38.000,side_flow_s_n.5,3.566,0.209,side_flow_s_n.4,7.029,4.213,follow_free
38,39.000,main_flow_e_w.3,241.799,0.000,,,4.000,free
38,39.000,main_flow_e_w.0,241.799,0.000,main_flow_e_w.3,3.200,4.000,brake_close_to:main_flow_e_w.3
38,39.000,main_flow_e_w.4,234.798,0.000,main_flow_e_w.0,7.698,4.000,follow_free
38,39.000,main_flow_e_w.1,234.798,0.000,main_flow_e_w.4,3.200,4.000,brake_close_to:main_flow_e_w.4
38,39.000,main_flow_e_w.7,227.797,0.000,main_flow_e_w.1,7.698,4.000,follow_free
38,39.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.7,3.200,4.000,brake_close_to:main_flow_e_w.7
38,39.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.2,7.001,4.000,follow_free
38,39.000,main_flow_e_w.9,156.281,1.829,main_flow_e_w.5,64.515,6.201,follow_free
38,39.000,main_flow_e_w.6,144.276,2.599,main_flow_e_w.9,12.425,7.350,follow_free
38,39.000,leader,143.919,0.000,,,4.000,leader_state:stopped
38,39.000,main_flow_e_w.8,134.675,4.855,leader,221.499,11.475,brake_to_lead:leader
38,39.000,turn01,86.589,12.154,main_flow_e_w.8,48.192,32.567,brake_to_lead:main_flow_e_w.8
38,39.000,main_flow_e_w.10,61.661,8.728,turn01,24.929,21.191,follow_free
38,39.000,side_flow_n_s.1,38.599,0.000,main_flow_e_w.10,190.054,4.000,follow_free
38,39.000,side_flow_s_n.0,38.599,0.000,side_flow_n_s.1,23.025,4.000,follow_free
38,39.000,side_flow_n_s.0,36.650,1.615,side_flow_s_n.0,35.793,5.905,follow_free
38,39.000,side_flow_n_s.2,31.598,0.000,side_flow_n_s.0,65.452,4.000,follow_free
38,39.000,side_flow_s_n.1,31.598,0.000,side_flow_n_s.2,36.943,4.000,follow_free
38,39.000,side_flow_s_n.2,24.597,0.000,side_flow_s_n.1,7.001,4.000,follow_free
38,39.000,side_flow_n_s.3,24.380,0.414,side_flow_s_n.2,51.123,4.433,follow_free
38,39.000,side_flow_s_n.3,17.596,0.000,side_flow_n_s.3,58.112,4.000,follow_free
38,39.000,side_flow_s_n.4,10.595,0.000,side_flow_s_n.3,7.001,4.000,follow_free
38,39.000,side_flow_s_n.5,3.594,0.028,side_flow_s_n.4,7.001,4.028,follow_free
39,40.000,main_flow_e_w.3,241.799,0.000,,,4.000,free
39,40.000,main_flow_e_w.0,241.799,0.000,main_flow_e_w.3,3.200,4.000,brake_close_to:main_flow_e_w.3
39,40.000,main_flow_e_w.4,234.798,0.000,main_flow_e_w.0,7.698,4.000,follow_free
39,40.000,main_flow_e_w.1,234.798,0.000,main_flow_e_w.4,3.200,4.000,brake_close_to:main_flow_e_w.4
39,40.000,main_flow_e_w.7,227.797,0.000,main_flow_e_w.1,7.698,4.000,follow_free
39,40.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.7,3.200,4.000,brake_close_to:main_flow_e_w.7
39,40.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.2,7.001,4.000,follow_free
39,40.000,main_flow_e_w.9,160.554,4.272,main_flow_e_w.5,60.242,10.301,brake_to_lead:main_flow_e_w.5
39,40.000,main_flow_e_w.6,149.710,5.434,main_flow_e_w.9,11.306,12.715,brake_close_to:main_flow_e_w.9
39,40.000,leader,143.919,0.000,,,4.000,leader_state:stopped
39,40.000,main_flow_e_w.8,137.275,2.599,leader,218.900,7.350,brake_to_lead:leader
39,40.000,turn01,96.310,9.721,main_flow_e_w.8,41.089,24.221,brake_to_lead:main_flow_e_w.8
39,40.000,main_flow_e_w.10,72.207,10.547,turn01,24.103,26.906,brake_close_to:turn01
39,40.000,side_flow_n_s.1,38.599,0.000,main_flow_e_w.10,179.514,4.000,follow_free
39,40.000,side_flow_s_n.0,38.599,0.000,side_flow_n_s.1,23.025,4.000,follow_free
39,40.000,side_flow_n_s.2,31.598,0.000,side_flow_s_n.0,29.974,4.000,follow_free
39,40.000,side_flow_s_n.1,31.598,0.000,side_flow_n_s.2,36.943,4.000,follow_free
39,40.000,main_flow_e_w.11,30.443,11.469,side_flow_s_n.1,219.189,30.084,brake_to_lead:side_flow_s_n.1
39,40.000,side_flow_s_n.2,24.597,0.000,main_flow_e_w.11,220.040,4.000,follow_free
39,40.000,side_flow_n_s.3,24.489,0.109,side_flow_s_n.2,51.015,4.110,follow_free
39,40.000,side_flow_s_n.3,17.596,0.000,side_flow_n_s.3,58.004,4.000,follow_free
39,40.000,side_flow_n_s.4,16.289,1.199,side_flow_s_n.3,66.192,5.358,follow_free
39,40.000,side_flow_s_n.4,10.595,0.000,side_flow_n_s.4,73.186,4.000,follow_free
39,40.000,side_flow_s_n.5,3.594,0.000,side_flow_s_n.4,7.001,4.000,follow_free
40,41.000,main_flow_e_w.3,241.799,0.000,,,4.000,free
40,41.000,main_flow_e_w.0,241.799,0.000,main_flow_e_w.3,3.200,4.000,brake_close_to:main_flow_e_w.3
40,41.000,main_flow_e_w.4,234.798,0.000,main_flow_e_w.0,7.698,4.000,follow_free
40,41.000,main_flow_e_w.1,234.798,0.000,main_flow_e_w.4,3.200,4.000,brake_close_to:main_flow_e_w.4
40,41.000,main_flow_e_w.7,227.797,0.000,main_flow_e_w.1,7.698,4.000,follow_free
40,41.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.7,3.200,4.000,brake_close_to:main_flow_e_w.7
40,41.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.2,7.001,4.000,follow_free
40,41.000,main_flow_e_w.9,163.402,2.848,main_flow_e_w.5,57.394,7.750,brake_to_lead:main_flow_e_w.5
40,41.000,main_flow_e_w.6,154.057,4.347,main_flow_e_w.9,9.878,10.447,brake_close_to:main_flow_e_w.9
40,41.000,leader,143.919,0.000,,,4.000,leader_state:stopped
40,41.000,main_flow_e_w.8,139.007,1.733,leader,217.286,6.067,follow_free
40,41.000,turn01,103.658,7.347,main_flow_e_w.8,35.350,17.345,brake_to_lead:main_flow_e_w.8
40,41.000,main_flow_e_w.10,80.645,8.437,turn01,23.013,20.347,follow_free
40,41.000,side_flow_n_s.1,38.599,0.000,main_flow_e_w.10,171.083,4.000,follow_free
40,41.000,side_flow_s_n.0,38.599,0.000,side_flow_n_s.1,23.025,4.000,follow_free
40,41.000,main_flow_e_w.11,38.089,7.646,side_flow_s_n.0,210.934,18.142,brake_to_lead:side_flow_s_n.0
40,41.000,side_flow_n_s.2,31.598,0.000,main_flow_e_w.11,213.944,4.000,follow_free
40,41.000,side_flow_s_n.1,31.598,0.000,side_flow_n_s.2,36.943,4.000,follow_free
40,41.000,side_flow_s_n.2,24.597,0.000,side_flow_s_n.1,7.001,4.000,follow_free
40,41.000,side_flow_n_s.3,24.549,0.060,side_flow_s_n.2,50.954,4.061,follow_free
40,41.000,side_flow_s_n.3,17.596,0.000,side_flow_n_s.3,57.943,4.000,follow_free
40,41.000,side_flow_n_s.4,17.052,0.763,side_flow_s_n.3,65.430,4.827,follow_free
40,41.000,side_flow_s_n.4,10.595,0.000,side_flow_n_s.4,72.424,4.000,follow_free
40,41.000,side_flow_s_n.5,3.594,0.000,side_flow_s_n.4,7.001,4.000,follow_free
41,42.000,main_flow_e_w.3,241.799,0.000,,,4.000,free
41,42.000,main_flow_e_w.0,241.799,0.000,main_flow_e_w.3,3.200,4.000,brake_close_to:main_flow_e_w.3
41,42.000,main_flow_e_w.4,234.798,0.000,main_flow_e_w.0,7.698,4.000,follow_free
41,42.000,main_flow_e_w.1,234.798,0.000,main_flow_e_w.4,3.200,4.000,brake_close_to:main_flow_e_w.4
41,42.000,main_flow_e_w.7,227.797,0.000,main_flow_e_w.1,7.698,4.000,follow_free
41,42.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.7,3.200,4.000,brake_close_to:main_flow_e_w.7
41,42.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.2,7.001,4.000,follow_free
41,42.000,main_flow_e_w.9,165.301,1.899,main_flow_e_w.5,55.495,6.300,follow_free
41,42.000,main_flow_e_w.6,157.535,3.478,main_flow_e_w.9,8.400,8.822,brake_close_to:main_flow_e_w.9
41,42.000,leader,143.919,0.000,,,4.000,leader_state:stopped
41,42.000,main_flow_e_w.8,143.280,4.273,leader,213.018,10.301,brake_to_lead:leader
41,42.000,turn01,109.133,5.476,main_flow_e_w.8,34.147,12.807,follow_free
41,42.000,main_flow_e_w.10,91.248,10.604,turn01,18.169,27.096,brake_to_lead:turn01
41,42.000,main_flow_e_w.12,54.176,13.179,main_flow_e_w.10,37.210,36.477,follow_free
41,42.000,main_flow_e_w.11,43.186,5.097,main_flow_e_w.12,10.990,11.984,brake_close_to:main_flow_e_w.12
41,42.000,side_flow_n_s.1,38.599,0.000,main_flow_e_w.11,208.518,4.000,follow_free
41,42.000,side_flow_s_n.0,38.599,0.000,side_flow_n_s.1,23.025,4.000,follow_free
41,42.000,side_flow_n_s.2,31.598,0.000,side_flow_s_n.0,29.974,4.000,follow_free
41,42.000,side_flow_s_n.1,31.598,0.000,side_flow_n_s.2,36.943,4.000,follow_free
41,42.000,side_flow_s_n.2,24.597,0.000,side_flow_s_n.1,7.001,4.000,follow_free
41,42.000,side_flow_n_s.3,24.580,0.031,side_flow_s_n.2,50.923,4.031,follow_free
41,42.000,side_flow_s_n.3,17.596,0.000,side_flow_n_s.3,57.912,4.000,follow_free
41,42.000,side_flow_n_s.4,17.440,0.388,side_flow_s_n.3,65.043,4.405,follow_free
41,42.000,side_flow_s_n.4,10.595,0.000,side_flow_n_s.4,72.036,4.000,follow_free
41,42.000,side_flow_s_n.5,3.594,0.000,side_flow_s_n.4,7.001,4.000,follow_free
42,43.000,main_flow_e_w.3,241.799,0.000,,,4.000,free
42,43.000,main_flow_e_w.0,241.799,0.000,main_flow_e_w.3,3.200,4.000,brake_close_to:main_flow_e_w.3
42,43.000,main_flow_e_w.4,234.798,0.000,main_flow_e_w.0,7.698,4.000,follow_free
42,43.000,main_flow_e_w.1,234.798,0.000,main_flow_e_w.4,3.200,4.000,brake_close_to:main_flow_e_w.4
42,43.000,main_flow_e_w.7,227.797,0.000,main_flow_e_w.1,7.698,4.000,follow_free
42,43.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.7,3.200,4.000,brake_close_to:main_flow_e_w.7
42,43.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.2,7.001,4.000,follow_free
42,43.000,main_flow_e_w.9,169.620,4.319,main_flow_e_w.5,51.176,10.392,brake_to_lead:main_flow_e_w.5
42,43.000,main_flow_e_w.6,160.317,2.782,main_flow_e_w.9,9.838,7.642,follow_free
42,43.000,main_flow_e_w.8,146.129,2.848,main_flow_e_w.6,14.545,7.750,follow_free
42,43.000,leader,143.919,0.000,,,4.000,leader_state:stopped
42,43.000,turn01,116.215,7.082,leader,240.058,16.654,brake_to_lead:leader
42,43.000,main_flow_e_w.10,100.143,8.894,turn01,16.388,21.684,brake_close_to:turn01
42,43.000,main_flow_e_w.12,67.039,12.863,main_flow_e_w.10,33.258,35.247,brake_close_to:main_flow_e_w.10
42,43.000,main_flow_e_w.11,47.264,4.078,main_flow_e_w.12,19.775,9.926,follow_free
42,43.000,side_flow_n_s.1,38.599,0.000,main_flow_e_w.11,204.443,4.000,follow_free
42,43.000,side_flow_s_n.0,38.599,0.000,side_flow_n_s.1,23.025,4.000,follow_free
42,43.000,side_flow_n_s.2,31.598,0.000,side_flow_s_n.0,29.974,4.000,follow_free
42,43.000,side_flow_s_n.1,31.598,0.000,side_flow_n_s.2,36.943,4.000,follow_free
42,43.000,side_flow_s_n.2,24.597,0.000,side_flow_s_n.1,7.001,4.000,follow_free
42,43.000,side_flow_n_s.3,24.595,0.014,side_flow_s_n.2,50.909,4.014,follow_free
42,43.000,side_flow_s_n.3,17.596,0.000,side_flow_n_s.3,57.898,4.000,follow_free
42,43.000,side_flow_n_s.4,17.553,0.113,side_flow_s_n.3,64.930,4.115,follow_free
42,43.000,side_flow_s_n.4,10.595,0.000,side_flow_n_s.4,71.923,4.000,follow_free
42,43.000,side_flow_s_n.5,3.594,0.000,side_flow_s_n.4,7.001,4.000,follow_free
43,44.000,main_flow_e_w.3,241.799,0.000,,,4.000,free
43,44.000,main_flow_e_w.0,241.799,0.000,main_flow_e_w.3,3.200,4.000,brake_close_to:main_flow_e_w.3
43,44.000,main_flow_e_w.4,234.798,0.000,main_flow_e_w.0,7.698,4.000,follow_free
43,44.000,main_flow_e_w.1,234.798,0.000,main_flow_e_w.4,3.200,4.000,brake_close_to:main_flow_e_w.4
43,44.000,main_flow_e_w.7,227.797,0.000,main_flow_e_w.1,7.698,4.000,follow_free
43,44.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.7,3.200,4.000,brake_close_to:main_flow_e_w.7
43,44.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.2,7.001,4.000,follow_free
43,44.000,main_flow_e_w.9,172.499,2.879,main_flow_e_w.5,48.297,7.801,brake_to_lead:main_flow_e_w.5
43,44.000,main_flow_e_w.6,165.820,5.503,main_flow_e_w.9,7.407,12.867,brake_to_lead:main_flow_e_w.9
43,44.000,main_flow_e_w.8,151.637,5.509,main_flow_e_w.6,14.539,12.881,follow_free
43,44.000,leader,143.919,0.000,,,4.000,leader_state:stopped
43,44.000,turn01,120.936,4.721,leader,235.341,11.198,brake_to_lead:leader
43,44.000,main_flow_e_w.10,107.258,7.115,turn01,14.047,16.741,brake_to_lead:turn01
43,44.000,main_flow_e_w.12,77.330,10.290,main_flow_e_w.10,30.099,26.056,follow_free
43,44.000,main_flow_e_w.11,54.064,6.800,main_flow_e_w.12,23.266,15.937,follow_free
43,44.000,side_flow_n_s.1,38.599,0.000,main_flow_e_w.11,197.646,4.000,follow_free
43,44.000,side_flow_s_n.0,38.599,0.000,side_flow_n_s.1,23.025,4.000,follow_free
43,44.000,side_flow_n_s.2,31.598,0.000,side_flow_s_n.0,29.974,4.000,follow_free
43,44.000,side_flow_s_n.1,31.598,0.000,side_flow_n_s.2,36.943,4.000,follow_free
43,44.000,side_flow_s_n.2,24.597,0.000,side_flow_s_n.1,7.001,4.000,follow_free
43,44.000,side_flow_n_s.3,24.596,0.002,side_flow_s_n.2,50.907,4.002,follow_free
43,44.000,side_flow_s_n.3,17.596,0.000,side_flow_n_s.3,57.896,4.000,follow_free
43,44.000,side_flow_n_s.4,17.587,0.034,side_flow_s_n.3,64.896,4.034,follow_free
43,44.000,side_flow_s_n.4,10.595,0.000,side_flow_n_s.4,71.890,4.000,follow_free
